"","Isolate","Genotype","State","isotype","Height.cm.","X.Cankers","canker.cm","DS"
"257","OR-6","Besc400","Oregon","OR-6--Besc400--Oregon",49.5,0.25,0.005,1
"258","OR-6","CMBF28-1","Oregon","OR-6--CMBF28-1--Oregon",45,0.25,0.0073529411764705,1
"259","OR-6","GW11026","Oregon","OR-6--GW11026--Oregon",46.5,1.25,0.0245215311004787,1
"260","OR-6","GW9823","Oregon","OR-6--GW9823--Oregon",46,2.75,0.051950998185118,1
"261","OR-7","Besc234","Oregon","OR-7--Besc234--Oregon",42.25,0.5,0.0109669811320755,1
"262","OR-7","Besc400","Oregon","OR-7--Besc400--Oregon",47,0.75,0.0146618150684933,1
"263","OR-7","CMBF28-1","Oregon","OR-7--CMBF28-1--Oregon",52.5,0.5,0.0104166666666667,1
"264","OR-7","GW11026","Oregon","OR-7--GW11026--Oregon",59,2.5,0.0472527472527472,1
"265","OR-7","GW9823","Oregon","OR-7--GW9823--Oregon",62.75,1.25,0.0192513942513945,1
"266","OR-8","Besc234","Oregon","OR-8--Besc234--Oregon",52.25,0.75,0.0124620060790275,1
"267","OR-8","Besc400","Oregon","OR-8--Besc400--Oregon",60,0,0,1
"268","OR-8","CMBF28-1","Oregon","OR-8--CMBF28-1--Oregon",43,0,0,1
"269","OR-8","GW11026","Oregon","OR-8--GW11026--Oregon",52,1,0.019517997814962,4
"270","OR-8","GW9823","Oregon","OR-8--GW9823--Oregon",55,1.5,0.026358317224751,4
"271","OR-9","Besc234","Oregon","OR-9--Besc234--Oregon",47.75,2.75,0.0607683982683982,4
"272","OR-9","Besc400","Oregon","OR-9--Besc400--Oregon",49.75,0.25,0.0045454545454545,1
"273","OR-9","CMBF28-1","Oregon","OR-9--CMBF28-1--Oregon",59.75,0.5,0.00833333333333325,1
"274","OR-9","GW11026","Oregon","OR-9--GW11026--Oregon",48,3.25,0.0624003189792665,4
"275","OR-9","GW9823","Oregon","OR-9--GW9823--Oregon",37,1.25,0.0340548340548343,4
"276","SARM03","Besc234","British Columbia","SARM03--Besc234--British Columbia",24.25,1,0.0355750487329435,4
"277","SARM03","Besc400","British Columbia","SARM03--Besc400--British Columbia",29.625,0,0,1
"278","SARM03","CMBF28-1","British Columbia","SARM03--CMBF28-1--British Columbia",30.75,0,0,1
"279","SARM03","GW11026","British Columbia","SARM03--GW11026--British Columbia",36.75,1,0.0269444444444445,1
"280","SARM03","GW9823","British Columbia","SARM03--GW9823--British Columbia",30.75,0,0,1
"281","SARM04","Besc234","British Columbia","SARM04--Besc234--British Columbia",34.75,4,0.0978477002075823,5
"282","SARM04","Besc400","British Columbia","SARM04--Besc400--British Columbia",34.5,1,0.0282176028306058,4
"283","SARM04","CMBF28-1","British Columbia","SARM04--CMBF28-1--British Columbia",37.875,2,0.0500894454382827,5
"284","SARM04","GW11026","British Columbia","SARM04--GW11026--British Columbia",41.75,4.75,0.102653017959357,4
"285","SARM04","GW9823","British Columbia","SARM04--GW9823--British Columbia",40.375,1.75,0.0422516888397983,4
"286","SARM06","Besc234","British Columbia","SARM06--Besc234--British Columbia",44.8333333333333,1.66666666666667,0.039537869062901,1
"287","SARM06","Besc400","British Columbia","SARM06--Besc400--British Columbia",34.5,0.666666666666667,0.0160642570281123,1
"288","SARM06","CMBF28-1","British Columbia","SARM06--CMBF28-1--British Columbia",31.625,0,0,1
"289","SARM06","GW11026","British Columbia","SARM06--GW11026--British Columbia",32.3333333333333,3,0.0910293410293413,4
"290","SARM06","GW9823","British Columbia","SARM06--GW9823--British Columbia",34.625,0,0,1
"291","SARM07","Besc234","British Columbia","SARM07--Besc234--British Columbia",42.125,4.75,0.102864089933055,5
"292","SARM07","Besc400","British Columbia","SARM07--Besc400--British Columbia",26.5,0.75,0.0277777777777777,1
"293","SARM07","CMBF28-1","British Columbia","SARM07--CMBF28-1--British Columbia",33.6666666666667,2,0.057995735607676,4
"294","SARM07","GW11026","British Columbia","SARM07--GW11026--British Columbia",40,3.33333333333333,0.0806970806970807,4
"295","SARM07","GW9823","British Columbia","SARM07--GW9823--British Columbia",32.875,4,0.12082629119157,5
"296","SARM11","Besc234","British Columbia","SARM11--Besc234--British Columbia",28.75,7,0.214529914529914,5
"297","SARM11","Besc400","British Columbia","SARM11--Besc400--British Columbia",23,2,0.0787841191066997,1
"298","SARM11","CMBF28-1","British Columbia","SARM11--CMBF28-1--British Columbia",29.625,6,0.181689887881976,5
"299","SARM11","GW11026","British Columbia","SARM11--GW11026--British Columbia",24.125,4.5,0.188997040334052,4
"300","SARM11","GW9823","British Columbia","SARM11--GW9823--British Columbia",29.625,1.5,0.0540906788247215,4
"301","SARM12","Besc234","British Columbia","SARM12--Besc234--British Columbia",107.333333333333,0,0,1
"302","SARM12","Besc400","British Columbia","SARM12--Besc400--British Columbia",32.625,0.75,0.021151951454354,4
"303","SARM12","CMBF28-1","British Columbia","SARM12--CMBF28-1--British Columbia",29,0,0,1
"304","SARM12","GW11026","British Columbia","SARM12--GW11026--British Columbia",38,0,0,1
"305","SARM12","GW9823","British Columbia","SARM12--GW9823--British Columbia",32.875,0.75,0.0228395061728395,1
"306","SARM13","Besc234","British Columbia","SARM13--Besc234--British Columbia",43.125,1.25,0.119024625784645,1
"307","SARM13","Besc400","British Columbia","SARM13--Besc400--British Columbia",40.75,0,0,1
"308","SARM13","CMBF28-1","British Columbia","SARM13--CMBF28-1--British Columbia",23.75,0,0,1
"309","SARM13","GW11026","British Columbia","SARM13--GW11026--British Columbia",36.375,3.5,0.0895543323963262,2
"310","SARM13","GW9823","British Columbia","SARM13--GW9823--British Columbia",40.375,0.25,0.005952380952381,1
"311","SARM14","Besc234","British Columbia","SARM14--Besc234--British Columbia",36.825,0,0,1
"312","SARM14","Besc400","British Columbia","SARM14--Besc400--British Columbia",31.725,0.5,0.0162337662337662,1
"313","SARM14","CMBF28-1","British Columbia","SARM14--CMBF28-1--British Columbia",29.125,0.5,0.017315707137654,2
"314","SARM14","GW11026","British Columbia","SARM14--GW11026--British Columbia",24.55,0.75,0.029649704716447,1
"315","SARM14","GW9823","British Columbia","SARM14--GW9823--British Columbia",28.15,0,0,1
"316","T104","Besc234","Quebec","T104--Besc234--Quebec",103.325,2,0.027489572729056,4
"317","T104","Besc400","Quebec","T104--Besc400--Quebec",34.2,0.5,0.0157232704402515,1
"318","T104","CMBF28-1","Quebec","T104--CMBF28-1--Quebec",37.65,1.75,0.04491833030853,1
"319","T104","GW11026","Quebec","T104--GW11026--Quebec",23.7,0.25,0.00961538461538475,1
"320","T104","GW9823","Quebec","T104--GW9823--Quebec",31.9,0.75,0.0194300518134715,1
"321","T110","Besc234","Kentucky","T110--Besc234--Kentucky",41.1,4.5,0.106267136701919,4
"322","T110","Besc400","Kentucky","T110--Besc400--Kentucky",35.8,2,0.058611024260145,4
"323","T110","CMBF28-1","Kentucky","T110--CMBF28-1--Kentucky",35.3,1,0.023041474654378,1
"324","T110","GW11026","Kentucky","T110--GW11026--Kentucky",30.725,0.25,0.00905797101449275,1
"325","T110","GW9823","Kentucky","T110--GW9823--Kentucky",34.75,0.5,0.0162341079397155,1
"326","T120","Besc234","Missouri","T120--Besc234--Missouri",40.125,6.75,0.165756947156866,5
"327","T120","Besc400","Missouri","T120--Besc400--Missouri",34.725,4.25,0.0856316863521118,1
"328","T120","CMBF28-1","Missouri","T120--CMBF28-1--Missouri",37.825,2.5,0.0632035806320358,1
"329","T120","GW11026","Missouri","T120--GW11026--Missouri",33.9,0.75,0.0187562661068385,1
"330","T120","GW9823","Missouri","T120--GW9823--Missouri",42.275,10.75,0.233866251650632,3
"331","T125","Besc234","Pennsylvania","T125--Besc234--Pennsylvania",32.6,12.75,0.364887459723252,5
"332","T125","Besc400","Pennsylvania","T125--Besc400--Pennsylvania",29.325,4.5,0.156296505672456,2
"333","T125","CMBF28-1","Pennsylvania","T125--CMBF28-1--Pennsylvania",35.25,9.5,0.239599953270004,4
"334","T125","GW11026","Pennsylvania","T125--GW11026--Pennsylvania",21.45,5,0.234502135572287,4
"335","T125","GW9823","Pennsylvania","T125--GW9823--Pennsylvania",28,8.25,0.276079467674089,4
"336","T126","Besc234","British Columbia","T126--Besc234--British Columbia",43.25,9.25,0.220748041846466,5
"337","T126","Besc400","British Columbia","T126--Besc400--British Columbia",44.5,10.3333333333333,0.242627540499881,4
"338","T126","CMBF28-1","British Columbia","T126--CMBF28-1--British Columbia",37.25,1.5,0.0469503251695032,4
"339","T126","GW11026","British Columbia","T126--GW11026--British Columbia",29.5,10,0.338983050847458,5
"340","T126","GW9823","British Columbia","T126--GW9823--British Columbia",42.875,5.5,0.12734930001157,4
"341","T127","Besc234","British Columbia","T127--Besc234--British Columbia",41.5,3.25,0.0810822898032203,4
"342","T127","Besc400","British Columbia","T127--Besc400--British Columbia",30.6666666666667,2,0.0628835645229087,4
"343","T127","CMBF28-1","British Columbia","T127--CMBF28-1--British Columbia",21.5,1,0.0434782608695655,4
"344","T127","GW11026","British Columbia","T127--GW11026--British Columbia",43.3333333333333,1.66666666666667,0.039789574366332,4
"345","T127","GW9823","British Columbia","T127--GW9823--British Columbia",33.625,5.5,0.162310679863871,4
"346","T128","Besc234","Alberta","T128--Besc234--Alberta",45.5,2,0.048666434489864,4
"347","T128","Besc400","Alberta","T128--Besc400--Alberta",51,0.75,0.0145218451136193,2
"348","T128","CMBF28-1","Alberta","T128--CMBF28-1--Alberta",42.25,2.25,0.0537925723564545,3
"349","T128","GW11026","Alberta","T128--GW11026--Alberta",46.875,1,0.0215468653400085,2
"350","T128","GW9823","Alberta","T128--GW9823--Alberta",48.8333333333333,3,0.0658615136876007,4
"351","T133","Besc234","Alberta","T133--Besc234--Alberta",39.325,2.75,0.06857895161143,2
"352","T133","Besc400","Alberta","T133--Besc400--Alberta",31.675,1,0.028409090909091,1
"353","T133","CMBF28-1","Alberta","T133--CMBF28-1--Alberta",35,0,0,1
"354","T133","GW11026","Alberta","T133--GW11026--Alberta",26.875,0.75,0.0300453514739227,3
"355","T133","GW9823","Alberta","T133--GW9823--Alberta",31.175,4,0.116833890746934,1
"356","T140","Besc234","Ontario","T140--Besc234--Ontario",39.125,3.25,0.0798376133494675,4
"357","T140","Besc400","Ontario","T140--Besc400--Ontario",39.85,1.75,0.0406042128603105,1
"358","T140","CMBF28-1","Ontario","T140--CMBF28-1--Ontario",38.675,0.25,0.00617283950617275,1
"359","T140","GW11026","Ontario","T140--GW11026--Ontario",32.775,2,0.055344328132201,1
"360","T140","GW9823","Ontario","T140--GW9823--Ontario",29.6,1,0.03407184589576,1
"361","T143","Besc234","Ontario","T143--Besc234--Ontario",37.1,11.75,0.314553290797588,4
"362","T143","Besc400","Ontario","T143--Besc400--Ontario",32.4,5.75,0.178345728322196,4
"363","T143","CMBF28-1","Ontario","T143--CMBF28-1--Ontario",39.6,1,0.027027027027027,1
"364","T143","GW11026","Ontario","T143--GW11026--Ontario",25.3,2.75,0.102125900715151,2
"365","T143","GW9823","Ontario","T143--GW9823--Ontario",35.475,0,0,1
"366","T155","Besc234","Quebec","T155--Besc234--Quebec",37.575,11.25,0.306033731623302,4
"367","T155","Besc400","Quebec","T155--Besc400--Quebec",34.925,1,0.0295422636618907,2
"368","T155","CMBF28-1","Quebec","T155--CMBF28-1--Quebec",32.675,5.75,0.177059036357348,3
"369","T155","GW11026","Quebec","T155--GW11026--Quebec",25.725,3.5,0.142476406432669,4
"370","T155","GW9823","Quebec","T155--GW9823--Quebec",33.325,3.75,0.112722575043639,4
"371","T157","Besc234","Quebec","T157--Besc234--Quebec",39.525,9.25,0.228723481736785,4
"372","T157","Besc400","Quebec","T157--Besc400--Quebec",39.3,8.25,0.177732944673397,1
"373","T157","CMBF28-1","Quebec","T157--CMBF28-1--Quebec",35.65,3,0.0788767641081165,2
"374","T157","GW11026","Quebec","T157--GW11026--Quebec",36.225,9.5,0.254783272439136,2
"375","T157","GW9823","Quebec","T157--GW9823--Quebec",36.95,0,0,1
"376","T159","Besc234","Quebec","T159--Besc234--Quebec",34,0,0,1
"377","T159","Besc400","Quebec","T159--Besc400--Quebec",39.35,1.75,0.0445914298373315,1
"378","T159","CMBF28-1","Quebec","T159--CMBF28-1--Quebec",35.5,0.25,0.00798722044728425,1
"379","T159","GW11026","Quebec","T159--GW11026--Quebec",36.25,0,0,1
"380","T159","GW9823","Quebec","T159--GW9823--Quebec",36.375,0.75,0.020458553791887,1
"381","T162","Besc234","Quebec","T162--Besc234--Quebec",42.175,5.25,0.123991908771336,4
"382","T162","Besc400","Quebec","T162--Besc400--Quebec",37.175,1.25,0.0274122807017545,1
"383","T162","CMBF28-1","Quebec","T162--CMBF28-1--Quebec",41.45,0.5,0.011420870795871,1
"384","T162","GW11026","Quebec","T162--GW11026--Quebec",30.475,0,0,1
"385","T162","GW9823","Quebec","T162--GW9823--Quebec",33.1,0.25,0.00651041666666675,1
"386","T167","Besc234","Quebec","T167--Besc234--Quebec",40.075,1,0.0235710161662818,1
"387","T167","Besc400","Quebec","T167--Besc400--Quebec",45.575,24.75,0.493825413888765,2
"388","T167","CMBF28-1","Quebec","T167--CMBF28-1--Quebec",37.15,0,0,1
"389","T167","GW11026","Quebec","T167--GW11026--Quebec",38.325,0.5,0.0107991360691145,1
"390","T167","GW9823","Quebec","T167--GW9823--Quebec",37.8,0.5,0.013089005235602,1
"391","T168","Besc234","Quebec","T168--Besc234--Quebec",36.975,1.75,0.0451830006049607,1
"392","T168","Besc400","Quebec","T168--Besc400--Quebec",38.25,0.5,0.0103950103950105,1
"393","T168","CMBF28-1","Quebec","T168--CMBF28-1--Quebec",39.925,0.75,0.0189557815935035,1
"394","T168","GW11026","Quebec","T168--GW11026--Quebec",39.95,0.5,0.0127226463104325,1
"395","T168","GW9823","Quebec","T168--GW9823--Quebec",37.9,0.5,0.0129080612924718,1
"396","T186","Besc234","Quebec","T186--Besc234--Quebec",34.75,3,0.086422796852542,4
"397","T186","Besc400","Quebec","T186--Besc400--Quebec",37.85,2.25,0.056245136376976,3
"398","T186","CMBF28-1","Quebec","T186--CMBF28-1--Quebec",39.85,1.75,0.0439393083385765,3
"399","T186","GW11026","Quebec","T186--GW11026--Quebec",29.55,1,0.0306760012044565,1
"400","T186","GW9823","Quebec","T186--GW9823--Quebec",34.925,0,0,1
"401","T196","Besc234","Saskatchewan","T196--Besc234--Saskatchewan",40.3333333333333,9.66666666666667,0.216046634870164,5
"402","T196","Besc400","Saskatchewan","T196--Besc400--Saskatchewan",41.6666666666667,5.66666666666667,0.142390289449113,4
"403","T196","CMBF28-1","Saskatchewan","T196--CMBF28-1--Saskatchewan",41.5,7.25,0.156306990881459,4
"404","T196","GW11026","Saskatchewan","T196--GW11026--Saskatchewan",53.5,4.25,0.079365359199271,3
"405","T196","GW9823","Saskatchewan","T196--GW9823--Saskatchewan",31.25,8.75,0.279703975630711,4
"406","T204","Besc234","Saskatchewan","T204--Besc234--Saskatchewan",26.5,9.25,0.351864883884589,4
"407","T204","Besc400","Saskatchewan","T204--Besc400--Saskatchewan",33.875,2,0.0761973875181423,4
"408","T204","CMBF28-1","Saskatchewan","T204--CMBF28-1--Saskatchewan",27.875,16.75,0.615878464276634,5
"409","T204","GW11026","Saskatchewan","T204--GW11026--Saskatchewan",41,13.5,0.320037105751391,2
"410","T204","GW9823","Saskatchewan","T204--GW9823--Saskatchewan",33.625,8.5,0.251273937033431,4
"411","T210","Besc234","Saskatchewan","T210--Besc234--Saskatchewan",47.625,11.25,0.243331568030363,4
"412","T210","Besc400","Saskatchewan","T210--Besc400--Saskatchewan",40.5,0.75,0.0207393266227005,1
"413","T210","CMBF28-1","Saskatchewan","T210--CMBF28-1--Saskatchewan",46.625,1.25,0.0264155729295585,4
"414","T210","GW11026","Saskatchewan","T210--GW11026--Saskatchewan",35.375,0.75,0.0159574468085108,1
"415","T210","GW9823","Saskatchewan","T210--GW9823--Saskatchewan",26.375,0.5,0.024390243902439,1
"416","T211","Besc234","Saskatchewan","T211--Besc234--Saskatchewan",46.875,11,0.232540237023237,5
"417","T211","Besc400","Saskatchewan","T211--Besc400--Saskatchewan",40.5,7.33333333333333,0.190846789431218,4
"418","T211","CMBF28-1","Saskatchewan","T211--CMBF28-1--Saskatchewan",48.6666666666667,7.66666666666667,0.162166675455712,4
"419","T211","GW11026","Saskatchewan","T211--GW11026--Saskatchewan",34.5,3.66666666666667,0.119541277436014,2
"420","T211","GW9823","Saskatchewan","T211--GW9823--Saskatchewan",48.25,19,0.39588764732903,5
"421","T259","Besc234","Quebec","T259--Besc234--Quebec",39.3,24,0.576932691277423,5
"422","T259","Besc400","Quebec","T259--Besc400--Quebec",35.7,1,0.024695512820513,1
"423","T259","CMBF28-1","Quebec","T259--CMBF28-1--Quebec",37.075,7.25,0.192670617562674,4
"424","T259","GW11026","Quebec","T259--GW11026--Quebec",26.425,3.25,0.147481442372359,4
"425","T259","GW9823","Quebec","T259--GW9823--Quebec",37.075,7.5,0.194593370574282,4
"426","T315","Besc234","Quebec","T315--Besc234--Quebec",39.6325,6.75,0.17184617949266,4
"427","T315","Besc400","Quebec","T315--Besc400--Quebec",41.175,1.5,0.0386149683902492,1
"428","T315","CMBF28-1","Quebec","T315--CMBF28-1--Quebec",37.275,0,0,1
"429","T315","GW11026","Quebec","T315--GW11026--Quebec",36.8,0,0,1
"430","T315","GW9823","Quebec","T315--GW9823--Quebec",43.275,4.25,0.108579061732125,4
"431","T318","Besc234","British Columbia","T318--Besc234--British Columbia",40,20.5,0.51068510370836,5
"432","T318","Besc400","British Columbia","T318--Besc400--British Columbia",39.25,9.5,0.239942147905858,4
"433","T318","CMBF28-1","British Columbia","T318--CMBF28-1--British Columbia",30,1.5,0.0479910714285715,3
"434","T318","GW11026","British Columbia","T318--GW11026--British Columbia",43.625,5.75,0.130667881187563,3
"435","T318","GW9823","British Columbia","T318--GW9823--British Columbia",34.25,11.25,0.339797578290891,4
"436","T320","Besc234","Alberta","T320--Besc234--Alberta",33.95,6.5,0.189569467276847,4
"437","T320","Besc400","Alberta","T320--Besc400--Alberta",31.825,2.5,0.0808973080858545,2
"438","T320","CMBF28-1","Alberta","T320--CMBF28-1--Alberta",29.6,2.5,0.085397495568275,3
"439","T320","GW11026","Alberta","T320--GW11026--Alberta",20.95,2,0.098474178403756,2
"440","T320","GW9823","Alberta","T320--GW9823--Alberta",29.45,0.75,0.0232117363264905,1
"441","T421","Besc234","British Columbia","T421--Besc234--British Columbia",41.5,2.75,0.0670361168586395,4
"442","T421","Besc400","British Columbia","T421--Besc400--British Columbia",44.8,4,0.082488746697266,4
"443","T421","CMBF28-1","British Columbia","T421--CMBF28-1--British Columbia",38.075,1.5,0.035178299586415,1
"444","T421","GW11026","British Columbia","T421--GW11026--British Columbia",34.825,0.25,0.006631299734748,1
"445","T421","GW9823","British Columbia","T421--GW9823--British Columbia",39.975,6.25,0.146111245856577,4
"446","T428","Besc234","British Columbia","T428--Besc234--British Columbia",33.775,8.75,0.250395824716363,4
"447","T428","Besc400","British Columbia","T428--Besc400--British Columbia",27.3,0.25,0.009433962264151,1
"448","T428","CMBF28-1","British Columbia","T428--CMBF28-1--British Columbia",30.875,0,0,1
"449","T428","GW11026","British Columbia","T428--GW11026--British Columbia",20.35,2,0.0944101649984005,4
"450","T428","GW9823","British Columbia","T428--GW9823--British Columbia",32.15,2.25,0.071656050955414,1
"451","T431","Besc234","British Columbia","T431--Besc234--British Columbia",31.85,6.75,0.195085135805444,4
"452","T431","Besc400","British Columbia","T431--Besc400--British Columbia",36.875,3.75,0.098636297624195,3
"453","T431","CMBF28-1","British Columbia","T431--CMBF28-1--British Columbia",38.7,1.5,0.035293677884845,3
"454","T431","GW11026","British Columbia","T431--GW11026--British Columbia",26.6,5.25,0.16016406562625,1
"455","T431","GW9823","British Columbia","T431--GW9823--British Columbia",30.275,0.25,0.00932835820895525,1
"456","T432","Besc234","British Columbia","T432--Besc234--British Columbia",32.375,3.75,0.110337077338537,4
"457","T432","Besc400","British Columbia","T432--Besc400--British Columbia",32.2,1,0.030667841061463,4
"458","T432","CMBF28-1","British Columbia","T432--CMBF28-1--British Columbia",35.15,7.75,0.205911916682942,3
"459","T432","GW11026","British Columbia","T432--GW11026--British Columbia",23.85,2.25,0.08362651396556,2
"460","T432","GW9823","British Columbia","T432--GW9823--British Columbia",31.475,0.5,0.0145348837209302,1
"461","TAIGA420","Besc234","British Columbia","TAIGA420--Besc234--British Columbia",44.75,5.25,0.114586775005405,5
"462","TAIGA420","Besc400","British Columbia","TAIGA420--Besc400--British Columbia",23.5,1,0.0357142857142857,1
"463","TAIGA420","CMBF28-1","British Columbia","TAIGA420--CMBF28-1--British Columbia",20.5,0,0,1
"464","TAIGA420","GW11026","British Columbia","TAIGA420--GW11026--British Columbia",36.75,2.5,0.060990289868447,2
"465","TAIGA420","GW9823","British Columbia","TAIGA420--GW9823--British Columbia",36.5,4.25,0.102919254658385,4
"466","Taiga423","Besc234","British Columbia","Taiga423--Besc234--British Columbia",32,9,0.280074729106987,5
"467","Taiga423","Besc400","British Columbia","Taiga423--Besc400--British Columbia",31.25,2.75,0.0869000806614238,4
"468","Taiga423","CMBF28-1","British Columbia","Taiga423--CMBF28-1--British Columbia",33,2,0.0596505093080435,4
"469","Taiga423","GW11026","British Columbia","Taiga423--GW11026--British Columbia",27.75,3.75,0.132258064516129,4
"470","Taiga423","GW9823","British Columbia","Taiga423--GW9823--British Columbia",20,2.5,0.120960212041806,4
"471","Taiga424","Besc234","British Columbia","Taiga424--Besc234--British Columbia",48.125,0,0,1
"472","Taiga424","Besc400","British Columbia","Taiga424--Besc400--British Columbia",47,0,0,1
"473","Taiga424","CMBF28-1","British Columbia","Taiga424--CMBF28-1--British Columbia",41.75,0,0,1
"474","Taiga424","GW11026","British Columbia","Taiga424--GW11026--British Columbia",35.875,0,0,1
"475","Taiga424","GW9823","British Columbia","Taiga424--GW9823--British Columbia",32.125,0,0,1
"476","Taiga427","Besc234","British Columbia","Taiga427--Besc234--British Columbia",44,6.5,0.134594978354334,5
"477","Taiga427","Besc400","British Columbia","Taiga427--Besc400--British Columbia",46.125,2.75,0.0570845104513555,4
"478","Taiga427","CMBF28-1","British Columbia","Taiga427--CMBF28-1--British Columbia",38.875,2.5,0.0576303129494617,4
"479","Taiga427","GW11026","British Columbia","Taiga427--GW11026--British Columbia",35,2,0.05411604170599,3
"480","Taiga427","GW9823","British Columbia","Taiga427--GW9823--British Columbia",30.625,2,0.0635000640040962,4
"481","TAIGA434","Besc234","British Columbia","TAIGA434--Besc234--British Columbia",29.3333333333333,1.66666666666667,0.0544117647058823,4
"482","TAIGA434","Besc400","British Columbia","TAIGA434--Besc400--British Columbia",34.625,1.25,0.0338135518547893,4
"483","TAIGA434","CMBF28-1","British Columbia","TAIGA434--CMBF28-1--British Columbia",28.125,0.75,0.0287719298245615,1
"484","TAIGA434","GW11026","British Columbia","TAIGA434--GW11026--British Columbia",34,2.5,0.067577968812475,4
"485","TAIGA434","GW9823","British Columbia","TAIGA434--GW9823--British Columbia",35.875,3,0.0810471590368328,4
"486","Taiga435","Besc234","British Columbia","Taiga435--Besc234--British Columbia",31.25,4.75,0.143245129484438,5
"487","Taiga435","Besc400","British Columbia","Taiga435--Besc400--British Columbia",35.25,22.25,0.640792695689534,5
"488","Taiga435","CMBF28-1","British Columbia","Taiga435--CMBF28-1--British Columbia",32,6.75,0.213106572481572,4
"489","Taiga435","GW11026","British Columbia","Taiga435--GW11026--British Columbia",42.875,5.5,0.133007708665603,4
"490","Taiga435","GW9823","British Columbia","Taiga435--GW9823--British Columbia",37.875,9.25,0.24037085330945,5
"491","TAIGA437","Besc234","British Columbia","TAIGA437--Besc234--British Columbia",27.625,4,0.160501156984533,4
"492","TAIGA437","Besc400","British Columbia","TAIGA437--Besc400--British Columbia",36.3333333333333,2.33333333333333,0.0636193871487993,4
"493","TAIGA437","CMBF28-1","British Columbia","TAIGA437--CMBF28-1--British Columbia",36.625,7,0.189189640768588,4
"494","TAIGA437","GW11026","British Columbia","TAIGA437--GW11026--British Columbia",40.25,12,0.29045584045584,4
"495","TAIGA437","GW9823","British Columbia","TAIGA437--GW9823--British Columbia",38.5,10.75,0.306908040806318,4
"496","Taiga440","Besc234","British Columbia","Taiga440--Besc234--British Columbia",36.125,2.25,0.0592980463425715,4
"497","Taiga440","Besc400","British Columbia","Taiga440--Besc400--British Columbia",31,0.333333333333333,0.010752688172043,1
"498","Taiga440","CMBF28-1","British Columbia","Taiga440--CMBF28-1--British Columbia",26.625,0.75,0.034090909090909,1
"499","Taiga440","GW11026","British Columbia","Taiga440--GW11026--British Columbia",43.75,4.75,0.101497800207039,3
"500","Taiga440","GW9823","British Columbia","Taiga440--GW9823--British Columbia",40.125,3,0.0655253032121147,4
"501","TD_T1L2","Besc234","Tennessee","TD_T1L2--Besc234--Tennessee",38.475,9.75,0.252745815572304,4
"502","TD_T1L2","Besc400","Tennessee","TD_T1L2--Besc400--Tennessee",32.8,1,0.0259618658495065,1
"503","TD_T1L2","CMBF28-1","Tennessee","TD_T1L2--CMBF28-1--Tennessee",38.25,0.5,0.0132275132275132,1
"504","TD_T1L2","GW11026","Tennessee","TD_T1L2--GW11026--Tennessee",39.45,2.75,0.066540399960265,1
"505","TD_T1L2","GW9823","Tennessee","TD_T1L2--GW9823--Tennessee",38.95,4.5,0.100446428571429,1
"506","TD_T1L4","Besc234","Tennessee","TD_T1L4--Besc234--Tennessee",40.375,14.25,0.373506311011953,5
"507","TD_T1L4","Besc400","Tennessee","TD_T1L4--Besc400--Tennessee",37.25,5.75,0.154120378885297,4
"508","TD_T1L4","CMBF28-1","Tennessee","TD_T1L4--CMBF28-1--Tennessee",38.65,3.25,0.0830895553971275,4
"509","TD_T1L4","GW11026","Tennessee","TD_T1L4--GW11026--Tennessee",28.05,2.25,0.0879617834394905,1
"510","TD_T1L4","GW9823","Tennessee","TD_T1L4--GW9823--Tennessee",38.725,0.5,0.0126582278481013,1
"511","TD_T2L4","Besc234","Tennessee","TD_T2L4--Besc234--Tennessee",34.875,2.25,0.0637789252247085,3
"512","TD_T2L4","Besc400","Tennessee","TD_T2L4--Besc400--Tennessee",49,0.25,0.00458715596330275,1
"513","TD_T2L4","CMBF28-1","Tennessee","TD_T2L4--CMBF28-1--Tennessee",48,3.75,0.0801626688723462,4
"514","TD_T2L4","GW11026","Tennessee","TD_T2L4--GW11026--Tennessee",40.125,11.5,0.278127694762989,5
"515","TD_T2L4","GW9823","Tennessee","TD_T2L4--GW9823--Tennessee",43.375,4,0.0970281124497993,4
"516","TD_T2L6","Besc234","Tennessee","TD_T2L6--Besc234--Tennessee",31.375,13.75,0.439997542299332,5
"517","TD_T2L6","Besc400","Tennessee","TD_T2L6--Besc400--Tennessee",31.5,1.25,0.0366935483870967,1
"518","TD_T2L6","CMBF28-1","Tennessee","TD_T2L6--CMBF28-1--Tennessee",27.125,8,0.271121364351367,5
"519","TD_T2L6","GW11026","Tennessee","TD_T2L6--GW11026--Tennessee",38.5,20.75,0.546499844843637,5
"520","TD_T2L6","GW9823","Tennessee","TD_T2L6--GW9823--Tennessee",37.375,10.25,0.244585704557615,4
"521","TM_T1L1","Besc234","Tennessee","TM_T1L1--Besc234--Tennessee",35.55,14.5,0.396201843131534,5
"522","TM_T1L1","Besc400","Tennessee","TM_T1L1--Besc400--Tennessee",43.2,7,0.169195478145238,3
"523","TM_T1L1","CMBF28-1","Tennessee","TM_T1L1--CMBF28-1--Tennessee",36.1,7,0.196786255935641,4
"524","TM_T1L1","GW11026","Tennessee","TM_T1L1--GW11026--Tennessee",27.775,1.75,0.0627679169627968,4
"525","TM_T1L1","GW9823","Tennessee","TM_T1L1--GW9823--Tennessee",32.275,0,0,1
